TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,ART_KODE,TILL_KAP,TILL_ENHET,TILL_OPPRINNELIG_KAP,TILL_OPPRINNELIG_KAP_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,UTGÅR_DATO,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR,lat_dd,lon_dd
T T 0057,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,09-02-2009,,5501,TROMSØ,KOMMERSIELL,STAMFISK,Blåkveite,231301,0.00,TN,10.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0058,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,14-04-2009,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Pukkellaks,073201,0.00,TN,5.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0058,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,14-04-2009,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Torsk,102205,0.00,TN,5.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0058,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,14-04-2009,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Sei,103201,0.00,TN,5.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0058,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,14-04-2009,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Polartorsk,103501,0.00,TN,5.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0058,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,14-04-2009,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,TN,5.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0058,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,14-04-2009,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Blåkveite,231301,0.00,TN,5.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0065,985848718,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,03-03-2016,03-03-2031,5501,TROMSØ,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
VL A 0004,983493777,ATLAX SEAFOOD AS,"C/O ARTIC GROUP AS, HAFSTADVEGEN 32B",6800,FØRDE,26-02-2025,,4645,ASKVOLL,KOMMERSIELL,SETTEFISK,Laks,071101,4000.00,TN,4000.00,TN,45242,NATURA,4645,ASKVOLL,LAND,FERSKVANN/SALTVANN,4000.00,TN,,61.323950,4.949050,,61.32395,4.94905
VL A 0004,983493777,ATLAX SEAFOOD AS,"C/O ARTIC GROUP AS, HAFSTADVEGEN 32B",6800,FØRDE,26-02-2025,,4645,ASKVOLL,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,4000.00,TN,45242,NATURA,4645,ASKVOLL,LAND,FERSKVANN/SALTVANN,4000.00,TN,,61.323950,4.949050,,61.32395,4.94905
VL A 0004,983493777,ATLAX SEAFOOD AS,"C/O ARTIC GROUP AS, HAFSTADVEGEN 32B",6800,FØRDE,26-02-2025,,4645,ASKVOLL,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,4000.00,TN,45242,NATURA,4645,ASKVOLL,LAND,FERSKVANN/SALTVANN,4000.00,TN,,61.323950,4.949050,,61.32395,4.94905
VL B 0009,821311632,VESTLAND FYLKESKOMMUNE,ASKEDALEN 2,6863,LEIKANGER,18-07-2025,,4613,BØMLO,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,1.00,TN,45263,RUBBESTADNESET,4613,BØMLO,LAND,FERSKVANN/SALTVANN,1.00,TN,,59.816633,5.270667,,59.816633,5.270667
VL B 0009,821311632,VESTLAND FYLKESKOMMUNE,ASKEDALEN 2,6863,LEIKANGER,18-07-2025,,4613,BØMLO,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,1.00,TN,45263,RUBBESTADNESET,4613,BØMLO,LAND,FERSKVANN/SALTVANN,1.00,TN,,59.816633,5.270667,,59.816633,5.270667
VL BN 0001,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-08-2021,,4601,BERGEN,KOMMERSIELL,MATFISK,Laks,071101,12.50,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
VL BN 0001,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-08-2021,,4601,BERGEN,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
VL BN 0001,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-08-2021,,4601,BERGEN,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
VL BN 0002,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-08-2021,,4601,BERGEN,KOMMERSIELL,MATFISK,Laks,071101,12.50,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
VL BN 0002,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-08-2021,,4601,BERGEN,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
VL BN 0002,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-08-2021,,4601,BERGEN,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
VL KI 0001,925448761,HAVLANDET MARIN YNGEL TORSK AS,POSTBOKS 6,6901,FLORØ,05-11-2020,,4602,KINN,KOMMERSIELL,SETTEFISK,Torsk,102205,3100.00,TN,0.00,STK,39677,GADDHOLMEN I,4602,KINN,LAND,FERSKVANN/SALTVANN,3100.00,TN,,61.611067,5.039450,,61.611067,5.03945
VL KI 0013,985672911,OFS MÅLØY AS,POSTBOKS 5,6701,MÅLØY,03-04-2024,,4602,KINN,KOMMERSIELL,SETTEFISK,Laks,071101,15000.00,TN,15000.00,TN,45212,BARSTADVIK II,4602,KINN,LAND,FERSKVANN/SALTVANN,15000.00,TN,,61.966033,5.138767,,61.966033,5.138767
VL KI 0013,985672911,OFS MÅLØY AS,POSTBOKS 5,6701,MÅLØY,03-04-2024,,4602,KINN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,15000.00,TN,45212,BARSTADVIK II,4602,KINN,LAND,FERSKVANN/SALTVANN,15000.00,TN,,61.966033,5.138767,,61.966033,5.138767
VL KI 0013,985672911,OFS MÅLØY AS,POSTBOKS 5,6701,MÅLØY,03-04-2024,,4602,KINN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,15000.00,TN,45212,BARSTADVIK II,4602,KINN,LAND,FERSKVANN/SALTVANN,15000.00,TN,,61.966033,5.138767,,61.966033,5.138767
VL SD 0001,993732850,STORD HAVBRUKSPARK AS,CHRISTIAN MICHELSENS GATE 6B,5012,BERGEN,21-08-2023,,4614,STORD,KOMMERSIELL,MATFISK,Laks,071101,5000.00,TN,5000.00,TN,45194,GRUNNAVÅGEN,4614,STORD,LAND,FERSKVANN/SALTVANN,5000.00,TN,,59.771083,5.384317,,59.771083,5.384317
VL SD 0001,993732850,STORD HAVBRUKSPARK AS,CHRISTIAN MICHELSENS GATE 6B,5012,BERGEN,21-08-2023,,4614,STORD,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,5000.00,TN,45194,GRUNNAVÅGEN,4614,STORD,LAND,FERSKVANN/SALTVANN,5000.00,TN,,59.771083,5.384317,,59.771083,5.384317
VL SD 0001,993732850,STORD HAVBRUKSPARK AS,CHRISTIAN MICHELSENS GATE 6B,5012,BERGEN,21-08-2023,,4614,STORD,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,5000.00,TN,45194,GRUNNAVÅGEN,4614,STORD,LAND,FERSKVANN/SALTVANN,5000.00,TN,,59.771083,5.384317,,59.771083,5.384317
VN FN 0003,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,STAMFISK,Laksesild,064101,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0003,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,STAMFISK,Sei,103201,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0003,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,STAMFISK,Skjeggtorsk,103701,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0003,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,STAMFISK,Paddetorsk,104101,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0004,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,SETTEFISK,Laksesild,064101,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0004,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,SETTEFISK,Sei,103201,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0004,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,SETTEFISK,Skjeggtorsk,103701,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0004,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,SETTEFISK,Paddetorsk,104101,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0005,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,AKVAKULTURDYR I TIDLIGE LIVSSTADIER,Lakselus,259401,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
VN FN 0006,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,09-02-2022,,3214,FROGN,KOMMERSIELL,STAMDYR,Lakselus,259401,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
