lat,lon,effort_kwh,haul_count
73.15,16.1,104066.46666666666,2
75.95,20.3,104063.93333333333,3
74.15,34.2,104058.33333333334,3
73.85,20.55,104058.33333333334,4
74.1,20.25,104018.23333333334,7
73.1,31.7,104007.75,3
72.95,30.25,103989.15,3
57.55,6.65,103947.0,18
57.05,6.1,103929.15,5
76.05,29.6,103926.66666666666,2
71.15,28.3,103924.09999999999,56
72.5,16.1,103917.8,5
71.05,22.7,103901.66666666666,6
71.25,20.85,103888.33333333333,5
61.85,-0.4,103874.5,8
76.3,29.75,103866.66666666667,2
71.1,32.7,103865.0,3
72.25,23.35,103864.18333333333,4
76.0,29.65,103860.0,3
60.5,0.5,103858.66666666666,4
75.75,33.55,103847.5,2
74.25,34.25,103838.33333333334,3
74.3,21.6,103831.93333333335,8
61.5,1.8,103826.06666666667,12
72.5,25.9,103825.96666666667,4
76.45,14.75,103824.23333333334,3
63.3,6.2,103823.2,5
74.15,20.0,103808.0,4
72.55,29.75,103801.75,2
66.0,9.5,103793.56666666667,3
74.3,17.6,103781.58333333334,5
70.8,19.0,103777.71666666666,3
78.4,15.5,103742.56666666667,3
71.85,33.55,103739.06666666667,4
67.1,10.55,103733.33333333333,3
67.3,8.9,103730.1,3
75.8,30.25,103727.4,2
74.2,21.55,103703.33333333333,6
74.05,33.7,103696.66666666666,3
72.25,27.75,103684.4,6
70.75,20.05,103680.2,4
60.25,-2.6,103679.03333333334,5
72.8,28.2,103673.93333333333,3
73.2,15.95,103658.0,3
72.75,16.85,103642.38333333333,5
75.9,29.75,103611.66666666666,2
71.1,33.0,103603.25,4
68.6,12.35,103598.33333333334,5
75.85,31.55,103573.33333333334,4
70.5,31.9,103562.13333333335,10
63.1,5.45,103510.21666666666,18
63.2,6.65,103506.76666666665,15
72.25,19.45,103499.26666666666,2
57.9,9.15,103493.0,6
58.65,0.5,103487.5,2
70.2,17.55,103480.93333333333,3
72.4,24.1,103472.48333333334,6
71.95,16.85,103458.2,4
72.6,15.55,103453.5,3
72.75,17.3,103439.59999999999,3
59.75,2.25,103438.83333333333,4
71.9,27.6,103428.0,3
74.3,16.7,103417.66666666667,3
73.25,33.5,103408.0,4
69.7,17.15,103388.38333333333,11
72.55,25.4,103374.95,4
60.1,-0.15,103368.13333333333,7
72.65,16.2,103352.66666666667,2
70.9,29.15,103344.36666666667,42
78.0,9.8,103326.6,3
61.25,2.35,103294.58333333334,7
72.25,29.9,103283.1,3
73.75,35.0,103253.33333333333,2
71.8,33.95,103248.0,5
76.35,30.6,103233.33333333333,2
57.45,7.8,103220.66666666666,3
72.55,26.9,103218.38333333333,6
74.05,33.3,103215.0,2
75.4,31.15,103207.2,2
72.5,16.95,103204.46666666666,4
58.05,9.75,103185.83333333333,8
68.25,10.75,103182.76666666666,5
75.45,31.25,103173.0,2
70.85,21.1,103170.0,6
73.9,16.85,103162.83333333333,3
68.25,13.3,103150.95000000001,45
62.2,0.75,103145.5,5
76.1,21.4,103143.86666666667,3
73.9,16.8,103142.40000000001,2
59.0,3.1,103112.18333333333,5
72.1,17.7,103107.08333333334,4
72.0,28.05,103103.36666666667,5
71.4,25.05,103095.5,4
63.1,5.1,103094.5,5
63.05,4.75,103085.0,5
68.1,13.9,103082.84999999999,45
73.0,28.75,103081.93333333333,3
72.2,23.8,103038.21666666667,4
75.7,32.1,103034.06666666667,2
67.35,2.85,103033.33333333334,1
74.35,16.65,103033.0,5
76.35,31.1,103033.0,2
58.9,10.5,103015.0,32
76.25,33.1,103011.19999999998,4
64.45,2.6,103008.0,1
61.6,1.85,102975.0,4
72.25,29.6,102973.86666666667,2
59.95,2.2,102959.58333333333,7
63.15,6.85,102957.83333333334,24
68.35,12.65,102952.81666666667,14
68.05,13.8,102944.51666666666,38
76.15,33.3,102941.86666666667,6
71.1,31.7,102939.0,3
75.5,30.15,102919.7,2
76.0,29.3,102909.86666666665,3
75.4,18.2,102909.71666666667,4
74.85,16.1,102867.86666666667,3
74.1,20.05,102850.0,4
73.95,17.7,102845.0,3
72.2,24.05,102821.55,4
71.85,28.6,102802.8,3
75.5,32.75,102789.36666666667,2
74.15,19.95,102786.75,4
72.95,29.7,102774.86666666667,3
73.55,34.25,102746.66666666666,4
72.55,16.3,102711.33333333334,5
61.35,2.5,102708.33333333334,7
61.85,1.15,102707.48333333334,6
58.0,4.8,102704.13333333333,6
73.7,18.95,102670.0,3
74.1,34.15,102666.66666666666,2
64.7,5.7,102665.73333333332,4
59.75,2.35,102659.31666666667,8
70.45,32.25,102642.33333333334,4
64.7,5.75,102640.66666666666,4
74.4,23.2,102630.83333333333,3
75.75,29.75,102626.66666666666,3
58.9,10.4,102622.83333333333,20
74.25,34.15,102616.66666666666,2
72.15,31.0,102613.33333333333,2
73.2,30.0,102586.66666666666,6
76.05,30.1,102586.66666666666,2
75.35,33.75,102583.33333333333,1
64.85,2.75,102563.33333333333,1
61.95,0.8,102549.8,5
76.1,29.65,102546.0,2
73.3,17.9,102534.0,2
73.3,18.1,102523.66666666666,3
72.0,29.3,102517.78333333333,3
72.25,29.35,102505.26666666666,2
58.65,0.25,102492.0,1
67.85,10.6,102487.98333333334,5
75.7,29.85,102448.79999999999,2
73.9,19.05,102444.66666666667,3
75.8,19.25,102438.93333333332,3
70.55,18.55,102434.76666666666,4
60.3,2.1,102428.2,7
74.0,19.2,102413.33333333333,3
74.8,20.9,102404.46666666666,5
72.2,29.6,102396.2,3
70.55,20.75,102385.16666666669,14
67.35,10.85,102381.69999999998,5
60.7,2.55,102373.25,7
60.45,0.25,102325.88333333333,7
74.25,21.6,102324.16666666666,6
72.1,27.15,102317.40000000001,3
62.25,0.8,102310.3,6
58.0,0.6,102307.4,3
74.65,24.35,102291.03333333334,2
73.5,28.85,102282.46666666667,4
60.55,2.9,102259.86666666665,16
69.0,14.95,102257.73333333334,34
73.95,17.15,102254.68333333333,3
61.0,-2.45,102237.0,5
71.55,30.3,102207.83333333334,5
72.15,15.9,102205.5,10
79.3,8.65,102192.38333333333,2
72.5,29.5,102179.35,2
67.15,8.55,102174.4,7
76.2,32.7,102167.56666666668,2
60.3,0.3,102160.0,4
58.6,0.2,102142.5,2
73.85,33.65,102135.0,2
70.4,31.05,102130.03333333335,48
74.45,24.25,102111.66666666666,3
73.15,16.35,102108.33333333334,3
72.95,15.55,102104.0,3
58.1,4.3,102102.83333333333,11
71.05,20.85,102086.66666666667,3
60.9,-2.2,102079.1,5
64.8,9.0,102072.79999999999,6
60.05,3.5,102066.66666666667,6
72.95,28.55,102065.83333333334,2
67.3,8.75,102049.26666666668,5
75.6,17.7,102024.73333333334,4
72.15,29.4,102023.06666666667,2
76.25,32.25,101993.33333333334,2
74.9,19.0,101972.86666666667,11
74.8,19.85,101948.49999999997,16
71.35,27.0,101943.86666666667,4
61.25,-1.45,101935.41666666666,4
76.2,18.3,101928.33333333333,4
73.1,16.45,101913.0,2
72.9,15.4,101906.53333333333,3
72.45,25.35,101904.26666666666,2
66.35,6.6,101899.05,5
73.65,17.35,101897.83333333334,3
70.9,20.0,101889.93333333333,4
60.35,2.85,101889.89999999998,20
72.5,25.3,101887.66666666667,4
76.5,33.1,101887.5,2
69.95,30.6,101874.83333333333,19
61.45,1.0,101866.81666666667,8
60.55,1.5,101865.75,8
72.4,27.9,101861.83333333333,2
72.65,17.5,101806.46666666666,4
60.9,-2.35,101795.5,4
60.45,4.8,101790.0,1
74.25,23.05,101781.13333333333,6
72.45,25.9,101776.1,2
76.25,30.2,101773.33333333334,3
71.65,26.2,101772.0,4
69.9,17.8,101760.91666666667,57
72.05,29.05,101756.66666666667,4
67.9,10.1,101735.23333333334,3
67.25,11.35,101734.46666666666,11
62.7,1.55,101723.33333333334,3
75.3,32.2,101713.86666666667,2
75.55,33.15,101687.5,2
60.45,2.5,101684.0,4
67.15,10.05,101675.25,4
71.05,23.4,101650.46666666667,13
61.55,-1.25,101642.08333333334,10
70.35,17.45,101639.9,3
76.0,29.8,101626.66666666666,2
64.65,2.9,101625.0,1
61.95,-0.35,101616.26666666666,7
72.45,27.75,101608.0,2
72.0,27.65,101596.73333333334,3
73.25,18.7,101592.33333333334,4
64.6,8.45,101582.4,4
64.85,5.8,101548.5,2
73.55,18.65,101546.66666666666,4
70.75,20.65,101545.13333333333,7
76.75,29.05,101521.73333333334,3
74.85,19.0,101514.50000000001,10
69.05,13.65,101510.5,11
70.25,22.35,101502.5,45
61.6,-1.2,101485.96666666666,7
58.6,0.25,101477.33333333334,3
75.6,31.3,101473.33333333333,2
72.05,28.5,101471.56666666667,5
57.1,4.95,101468.25,3
77.0,28.45,101466.33333333334,4
67.45,11.4,101457.95,9
73.4,34.1,101455.6,2
73.1,29.5,101454.63333333333,3
72.95,15.1,101447.38333333333,3
75.35,32.75,101436.0,2
59.75,3.7,101433.33333333334,4
73.8,17.0,101428.0,4
60.65,2.4,101407.46666666667,10
70.95,17.55,101385.68333333333,4
72.55,28.45,101385.0,3
65.2,11.25,101383.33333333333,2
76.45,30.95,101366.66666666666,2
63.0,5.65,101366.23333333334,8
60.75,2.0,101361.5,7
57.65,7.35,101351.0,9
72.45,17.2,101343.53333333333,3
71.2,21.05,101342.66666666666,6
76.3,32.15,101332.46666666666,2
70.25,17.3,101318.33333333333,4
61.9,-0.2,101309.33333333333,6
60.1,2.35,101302.10000000002,8
72.95,29.0,101282.13333333333,2
71.6,25.65,101275.13333333333,4
71.0,26.0,101274.75,42
57.7,8.55,101270.66666666667,12
60.2,2.95,101264.36666666667,6
61.95,-0.4,101254.79999999999,5
76.4,30.85,101253.33333333333,2
61.05,-1.85,101232.33333333334,6
61.9,-0.3,101225.33333333333,8
75.75,32.55,101214.08333333333,2
77.15,11.8,101210.6,2
61.45,-1.45,101210.03333333333,6
73.5,17.2,101201.06666666665,3
76.05,29.8,101200.0,2
61.6,-1.05,101170.0,5
61.4,4.85,101145.61666666665,13
70.9,29.2,101125.08333333336,63
59.55,3.7,101113.88333333332,11
65.0,2.7,101113.33333333333,1
58.7,5.25,101108.66666666667,12
72.5,29.05,101096.66666666667,2
73.6,18.3,101077.33333333333,2
74.2,21.9,101075.16666666667,6
72.55,18.3,101072.53333333334,4
75.45,32.6,101069.13333333333,2
75.5,32.55,101057.6,3
59.6,3.1,101040.33333333334,7
72.75,27.25,101039.03333333334,2
68.45,11.9,101023.8,4
76.35,34.25,101022.5,10
76.4,32.6,101016.66666666669,2
76.4,33.15,101010.0,3
72.45,16.65,100995.56666666667,3
72.75,16.5,100977.6,3
71.2,32.95,100974.78333333333,7
60.9,2.0,100974.63333333333,5
74.4,16.45,100965.93333333335,3
60.9,1.95,100956.18333333335,9
73.05,31.05,100955.81666666667,3
57.5,6.7,100950.68333333333,12
62.75,5.55,100917.21666666666,41
76.15,29.45,100916.66666666666,2
73.0,27.4,100911.85,2
61.0,2.95,100909.5,4
72.9,15.45,100908.8,3
73.95,21.45,100900.0,3
75.9,22.3,100895.8,3
66.2,8.7,100894.33333333333,2
75.9,30.2,100893.33333333334,3
72.4,15.35,100893.25,11
74.15,16.85,100877.33333333333,4
71.95,28.55,100864.76666666666,4
74.1,16.8,100852.66666666667,3
71.8,28.6,100839.35,4
75.95,30.15,100826.66666666666,2
73.9,17.6,100808.66666666666,7
71.4,27.4,100807.73333333334,5
72.9,29.55,100803.93333333333,5
74.35,21.9,100782.0,6
64.8,8.35,100772.16666666667,8
60.8,-2.55,100759.6,5
61.65,-0.45,100758.61666666667,5
58.65,9.8,100742.33333333333,13
71.95,24.0,100723.95,3
71.7,18.5,100696.83333333333,2
60.05,2.1,100662.46666666666,4
74.3,22.55,100660.66666666666,5
71.15,23.15,100658.53333333333,5
76.05,32.1,100632.33333333334,3
73.0,16.4,100626.66666666667,3
73.15,32.4,100613.33333333331,3
67.4,11.3,100604.71666666666,8
60.25,3.05,100600.76666666666,10
76.65,31.4,100594.43333333333,2
75.6,32.35,100590.0,2
70.15,20.9,100583.09999999999,22
72.4,24.0,100576.59999999999,3
64.7,7.55,100564.83333333334,4
60.3,2.95,100543.66666666666,4
63.05,5.45,100542.16666666667,11
73.75,34.55,100530.36666666665,3
70.15,17.4,100529.20000000001,4
73.0,27.6,100528.96666666667,4
73.6,17.85,100517.0,4
72.0,25.25,100502.66666666667,5
72.5,25.25,100497.50000000001,5
76.0,32.95,100493.15,4
74.15,20.5,100492.53333333333,4
60.15,2.55,100477.96666666667,10
71.2,28.4,100447.06666666665,7
75.35,31.4,100446.0,2
71.8,24.5,100432.9,4
72.65,34.35,100423.33333333334,2
72.75,25.25,100422.16666666667,6
70.95,17.6,100403.28333333333,3
59.7,-3.4,100396.66666666667,8
74.7,17.35,100384.95,8
57.8,6.55,100382.66666666666,8
76.0,34.8,100380.0,2
58.75,0.15,100367.91666666667,3
71.85,29.1,100365.5,4
72.3,29.0,100358.93333333333,2
67.3,10.5,100337.00000000001,7
70.9,17.1,100332.88333333333,6
73.15,29.55,100327.3,2
66.05,8.95,100311.0,2
76.05,21.1,100300.5,3
61.5,-1.1,100284.0,3
76.2,18.25,100283.03333333334,4
58.25,5.0,100252.58333333333,6
71.05,23.8,100248.89999999998,51
76.15,18.3,100227.86666666667,3
71.1,28.45,100221.06666666664,36
70.85,20.6,100216.0,3
71.2,20.35,100212.66666666669,4
70.4,18.25,100206.0,4
61.0,0.7,100205.0,4
75.5,31.15,100198.0,2
73.95,19.85,100177.33333333334,4
69.45,15.15,100166.66666666667,2
57.4,7.05,100163.33333333333,6
74.0,16.55,100122.4,2
67.45,11.5,100117.65000000001,13
72.65,26.2,100104.25,2
73.65,19.55,100099.99999999999,2
74.85,19.65,100094.33333333333,11
57.7,6.85,100090.0,9
62.75,3.95,100089.81666666667,5
72.4,28.4,100085.61666666667,3
60.2,-3.55,100067.03333333334,4
70.55,18.8,100056.58333333333,4
71.8,25.75,100035.59999999999,6
63.35,0.45,100027.66666666667,5
76.25,34.9,100025.0,5
71.65,16.9,100023.71666666667,5
67.4,11.65,99986.25,14
59.35,1.85,99977.3,4
60.1,2.8,99975.86666666667,7
70.45,17.9,99969.6,4
70.7,20.15,99966.83333333333,4
69.0,13.65,99962.9333333333,12
73.15,30.25,99944.5,3
75.6,32.25,99942.95,3
72.75,28.0,99938.98333333334,2
71.1,28.6,99902.86666666668,35
58.55,0.5,99899.58333333333,2
76.0,31.6,99897.0,2
76.15,30.15,99890.9,2
59.85,-0.25,99881.85,9
73.3,29.85,99873.90000000001,5
71.4,32.65,99873.66666666666,5
73.4,32.65,99872.83333333334,3
73.1,30.25,99870.38333333333,3
72.65,16.7,99862.0,5
76.2,34.75,99853.33333333333,5
71.05,21.6,99844.2,4
71.15,33.4,99792.73333333334,2
71.9,26.8,99791.96666666666,3
61.05,-1.9,99782.5,3
73.3,17.75,99766.40000000001,3
58.3,0.6,99738.16666666667,4
73.05,17.55,99721.6,3
76.6,13.85,99705.0,5
72.85,28.35,99702.6,3
72.5,34.55,99693.33333333333,2
72.05,30.05,99682.26666666666,2
60.3,-0.15,99675.33333333333,6
72.45,28.0,99671.33333333334,3
59.85,3.6,99630.36666666667,8
61.95,-0.3,99629.16666666666,5
59.6,2.1,99628.48333333334,10
73.8,21.9,99589.23333333334,2
74.9,17.2,99578.23333333332,6
65.35,9.55,99571.5,2
72.4,26.2,99547.83333333333,6
61.4,2.0,99546.16666666666,4
73.75,34.75,99539.53333333333,3
61.25,4.25,99535.0,7
71.25,28.6,99527.83333333334,4
72.6,30.15,99517.43333333333,2
60.1,-3.25,99516.73333333334,4
75.55,32.65,99506.33333333333,2
73.1,15.5,99496.66666666666,2
63.2,5.9,99486.33333333333,6
76.0,17.85,99483.33333333334,3
76.25,30.85,99483.33333333333,2
73.5,16.2,99478.2,3
71.4,33.25,99475.18333333333,7
67.4,9.65,99420.66666666667,7
74.7,16.25,99412.5,4
64.6,9.2,99397.5,2
59.55,2.2,99394.45,7
61.55,-1.2,99353.26666666666,7
67.4,12.1,99349.99999999999,32
72.75,18.3,99332.93333333335,2
64.65,9.25,99323.4,2
60.05,-0.1,99289.56666666667,7
72.15,30.3,99266.46666666667,2
66.35,6.75,99253.63333333333,3
68.7,12.6,99221.59999999998,9
72.95,15.05,99217.11666666667,5
72.15,26.15,99215.50000000001,4
71.95,25.45,99193.3,3
76.15,31.5,99191.86666666667,2
71.85,26.95,99186.18333333333,4
64.5,4.6,99180.0,1
69.6,15.85,99163.29999999999,12
65.15,8.05,99144.0,3
66.15,6.2,99141.33333333334,3
75.4,30.1,99124.0,2
60.45,-3.5,99097.35,4
61.7,-0.5,99092.66666666666,4
75.85,29.9,99089.83333333334,2
74.0,19.75,99083.7,7
72.2,18.05,99048.16666666667,2
57.9,7.55,99023.33333333333,13
67.35,10.6,99022.16666666667,7
73.55,17.15,99014.5,5
74.85,19.6,99010.83333333333,15
72.45,15.85,98992.13333333333,4
72.05,29.35,98973.93333333333,4
68.15,11.55,98932.3,4
73.6,19.05,98922.06666666668,5
62.05,-4.7,98905.81666666667,3
72.0,27.1,98896.53333333333,4
76.35,30.8,98880.0,2
73.35,31.6,98855.46666666667,2
62.85,4.25,98840.0,6
73.5,18.2,98830.0,3
60.95,3.15,98814.13333333333,3
75.15,31.6,98805.0,2
67.5,11.45,98788.73333333334,10
61.25,1.9,98788.26666666668,6
71.15,32.15,98757.83333333333,5
57.65,4.4,98751.41666666667,4
58.2,0.7,98748.0,1
71.5,31.7,98747.86666666665,4
58.1,4.15,98740.80000000002,7
74.4,34.35,98740.00000000001,3
73.7,18.6,98732.46666666666,3
72.6,17.6,98728.46666666667,3
75.8,30.7,98723.93333333333,2
63.2,1.4,98715.5,9
74.65,16.3,98642.6,5
63.15,5.55,98632.58333333333,12
58.3,6.1,98625.46666666666,10
61.75,4.45,98603.88333333333,14
75.65,18.4,98598.93333333333,2
61.9,-0.4,98579.90000000001,3
58.45,0.35,98570.5,2
63.15,6.75,98559.23333333332,36
73.15,20.25,98544.59999999999,1
75.3,31.25,98533.33333333333,2
61.75,-0.4,98504.66666666666,5
71.6,25.85,98493.0,3
58.75,10.3,98493.0,12
56.7,4.0,98486.6,3
73.35,17.5,98471.66666666666,2
76.15,30.25,98453.33333333334,2
71.85,33.65,98426.61666666665,29
68.15,11.05,98421.41666666666,5
74.05,33.4,98419.6,3
74.25,34.8,98406.66666666667,3
72.5,28.55,98406.0,1
76.45,32.1,98403.33333333334,2
61.45,-0.45,98384.66666666667,6
59.65,2.35,98377.76666666665,9
57.55,4.2,98368.01666666666,5
73.9,22.4,98354.06666666667,3
62.8,5.2,98336.08333333331,8
58.5,10.65,98328.83333333333,10
74.2,34.35,98310.0,2
58.6,0.05,98304.33333333334,2
64.85,8.5,98298.73333333334,4
57.85,5.1,98275.50000000001,8
72.7,29.6,98267.4,1
76.4,32.8,98265.6,2
73.2,17.45,98263.33333333334,3
75.35,32.3,98258.66666666666,2
71.1,28.7,98254.63333333333,39
60.35,-3.15,98248.06666666668,5
60.4,3.65,98247.23333333334,5
61.9,0.9,98200.0,3
56.85,4.25,98196.66666666666,3
71.0,20.65,98184.99999999999,4
58.2,0.35,98175.0,2
62.3,0.9,98175.0,2
68.1,13.0,98172.71666666665,50
61.6,1.3,98158.13333333333,8
70.7,20.2,98154.86666666667,6
75.15,31.5,98145.9,2
76.1,32.0,98140.0,3
72.45,26.1,98136.03333333334,3
71.25,32.9,98134.68333333333,4
58.45,0.65,98125.0,2
71.35,27.05,98105.0,4
74.85,25.75,98096.6,5
70.95,32.55,98091.66666666667,2
69.2,14.95,98088.5,14
73.95,19.7,98088.16666666667,8
60.35,2.35,98074.83333333334,12
64.8,8.5,98072.7,4
72.65,17.7,98065.0,4
62.75,4.15,98053.33333333334,3
68.05,10.4,98045.33333333334,4
72.25,30.0,98033.78333333334,3
58.3,5.3,98022.33333333333,9
75.35,31.55,98010.0,2
76.4,30.45,98007.8,2
65.85,5.85,97991.45,4
71.2,21.7,97985.16666666667,3
61.55,1.3,97973.43333333332,6
72.2,27.6,97959.71666666667,4
76.1,31.9,97949.16666666667,2
73.65,34.2,97941.66666666666,3
74.1,17.65,97911.33333333333,5
71.95,30.75,97902.66666666666,2
62.2,1.15,97891.1,3
72.65,18.8,97866.93333333333,4
58.7,10.2,97864.66666666666,11
72.3,30.35,97851.6,1
72.5,27.6,97851.6,1
72.25,28.35,97851.6,1
72.55,17.65,97851.6,1
72.8,17.55,97851.6,1
72.65,16.55,97851.6,1
72.8,16.7,97851.6,1
72.15,16.65,97841.4,4
61.65,-1.25,97831.11666666667,5
74.3,23.5,97830.8,4
74.8,18.1,97815.73333333334,3
75.35,32.15,97806.13333333333,2
63.6,0.15,97763.48333333334,6
62.95,0.75,97758.90000000001,1
60.15,-0.4,97757.93333333332,6
72.25,27.6,97751.33333333334,4
58.05,8.25,97719.83333333333,14
72.5,24.95,97715.83333333333,7
72.45,30.0,97713.0,1
72.4,29.5,97713.0,1
72.4,29.1,97713.0,1
72.6,29.2,97713.0,1
72.75,29.2,97713.0,1
68.5,12.25,97708.58333333333,8
74.0,19.9,97703.33333333333,3
60.35,0.15,97691.38333333333,9
59.0,10.55,97672.26666666666,22
71.25,27.6,97652.09999999999,11
60.0,3.05,97646.66666666666,3
59.05,-0.6,97643.6,8
60.5,-3.35,97630.0,3
60.55,2.65,97610.5,6
75.8,29.95,97610.0,2
72.7,29.85,97574.4,1
74.2,17.65,97565.53333333333,4
73.0,16.2,97563.26666666666,4
65.95,6.4,97531.43333333333,2
73.95,22.95,97520.83333333334,2
61.55,0.1,97494.16666666666,3
71.75,15.8,97491.66666666667,6
72.3,17.3,97483.5,2
70.05,17.4,97462.76666666666,4
72.45,23.85,97440.0,6
76.25,30.95,97427.0,2
72.4,15.3,97387.78333333335,7
71.3,23.9,97382.0,3
72.0,31.25,97379.63333333333,2
73.9,20.5,97376.66666666666,3
74.15,20.85,97367.20000000001,4
73.15,15.85,97358.33333333333,3
70.55,30.8,97355.90000000001,42
74.5,34.05,97355.83333333333,2
73.25,30.2,97349.0,3
67.85,10.55,97348.75,3
73.3,33.7,97328.4,2
72.6,18.25,97325.6,2
75.9,19.1,97294.2,3
72.6,29.0,97286.83333333333,2
76.25,31.8,97280.0,2
71.8,16.95,97248.33333333334,4
73.8,18.3,97229.25,3
77.75,12.05,97228.56666666667,2
63.95,1.5,97221.8,9
64.8,10.4,97211.66666666667,12
61.25,2.0,97196.51666666666,9
70.8,21.1,97192.0,4
69.35,15.15,97183.46666666666,8
74.1,18.15,97182.5,3
72.3,21.1,97167.33333333333,5
69.35,15.25,97161.78333333335,31
58.8,10.25,97160.16666666666,11
72.5,30.0,97158.6,1
72.8,18.0,97158.6,1
72.85,16.6,97158.6,1
72.2,18.15,97157.06666666667,2
74.55,16.9,97109.66666666666,3
72.9,17.45,97108.0,5
63.05,5.5,97102.43333333333,17
61.8,-1.0,97100.0,5
74.3,34.5,97093.33333333334,2
72.9,29.6,97053.13333333333,2
71.45,27.2,97032.0,3
72.45,16.55,97028.18333333333,2
75.75,29.9,97015.6,2
72.4,28.75,97005.33333333334,3
75.7,32.15,97003.1,3
71.95,24.15,97002.2,4
59.75,3.6,96995.66666666667,4
73.9,16.7,96982.93333333333,3
73.55,16.5,96976.20000000001,3
76.1,30.2,96960.0,2
58.6,10.3,96955.66666666667,14
62.55,3.2,96952.0,2
71.2,22.05,96934.0,3
72.5,18.2,96908.90000000001,2
62.75,5.15,96901.46666666666,5
60.5,-3.8,96842.16666666666,7
76.3,34.3,96817.91666666666,3
70.3,17.45,96801.23333333334,4
71.15,28.8,96794.38333333333,20
71.55,26.6,96785.6,3
76.1,29.7,96769.20000000001,2
64.5,7.0,96765.75,3
74.05,17.95,96752.13333333333,3
70.75,29.9,96748.76666666668,33
74.6,16.25,96736.0,6
73.7,17.2,96732.5,5
74.15,21.6,96716.21666666667,3
72.35,29.55,96716.1,4
58.0,6.8,96702.16666666666,12
71.5,26.1,96670.0,3
62.65,3.35,96645.84999999999,4
70.7,19.25,96600.0,4
76.85,29.0,96555.83333333333,3
