lat,lon,effort_kwh,haul_count
62.0,0.65,40167.833333333336,3
71.95,25.25,40165.0,2
69.95,20.1,40150.16666666667,10
70.5,31.35,40149.16666666667,4
61.9,2.75,40147.799999999996,1
74.9,17.15,40147.200000000004,1
79.15,8.5,40147.200000000004,1
61.65,4.35,40147.16666666667,4
73.7,23.95,40138.450000000004,1
61.0,-2.15,40138.450000000004,1
70.65,19.25,40132.333333333336,4
74.65,30.45,40110.16666666667,1
59.4,2.9,40110.16666666667,1
72.5,23.75,40110.0,3
75.95,33.75,40110.0,1
71.7,25.1,40106.666666666664,1
81.15,21.65,40106.666666666664,1
63.25,6.75,40093.5,4
65.1,8.1,40093.333333333336,2
76.85,30.45,40086.0,1
75.5,30.65,40083.333333333336,1
64.7,7.3,40078.333333333336,2
66.45,7.35,40063.5,1
65.2,7.45,40063.5,1
77.15,28.2,40060.0,2
76.25,20.1,40053.33333333333,1
70.1,17.9,40051.833333333336,2
70.5,32.0,40051.1,7
71.4,22.05,40046.6,1
72.4,31.3,40046.6,1
70.9,26.95,40038.75,12
75.65,31.7,40038.4,1
61.15,-0.5,40034.8,2
59.9,-0.7,40031.33333333333,2
59.75,-3.8,40029.0,2
72.0,24.1,40020.583333333336,3
73.25,30.35,40020.0,1
66.2,10.0,40020.0,1
76.8,32.95,40020.0,1
76.35,29.65,40020.0,1
76.4,34.0,40017.05,3
67.0,9.9,40015.98333333334,1
74.4,25.25,40015.73333333333,1
61.4,-0.5,40009.86666666667,4
63.0,6.55,40009.83333333333,15
74.5,23.75,40007.5,3
73.55,21.5,40005.95,2
73.2,33.6,40000.0,1
75.8,31.45,40000.0,1
69.55,17.9,39991.58333333333,12
62.6,5.45,39987.1,9
63.4,6.0,39984.88333333334,2
72.05,15.5,39984.0,1
76.3,31.05,39984.0,1
72.9,15.25,39984.0,1
63.25,7.0,39983.933333333334,7
58.95,-0.35,39981.33333333333,1
66.85,8.55,39980.9,4
72.75,16.35,39980.0,3
66.05,9.75,39979.549999999996,2
64.0,1.4,39977.416666666664,4
66.3,7.5,39976.5,1
67.55,9.45,39968.13333333334,3
61.3,2.9,39966.666666666664,1
61.65,0.3,39962.36666666667,2
62.75,6.1,39957.23333333334,4
74.2,30.05,39955.0,1
78.2,9.6,39954.75,1
71.95,27.05,39952.0,2
71.9,26.95,39951.6,2
70.05,30.7,39950.0,3
70.7,19.15,39948.600000000006,2
57.55,9.2,39946.666666666664,1
71.25,16.05,39945.316666666666,3
76.65,28.65,39944.0,3
60.25,0.95,39937.5,1
62.75,2.05,39935.13333333333,5
72.3,20.55,39934.53333333333,2
65.35,9.9,39933.0,1
64.15,0.15,39926.73333333334,3
75.45,17.3,39924.13333333334,1
73.65,21.0,39923.333333333336,1
71.95,26.3,39921.066666666666,3
63.85,1.3,39917.333333333336,2
73.2,19.25,39916.666666666664,1
72.15,30.2,39914.16666666667,2
72.65,25.7,39911.66666666667,2
73.15,30.75,39910.0,2
74.95,25.15,39906.66666666667,2
74.25,33.55,39906.666666666664,1
68.65,7.45,39900.0,1
71.45,23.5,39900.0,1
69.5,15.25,39894.583333333336,2
75.4,14.75,39893.51666666666,1
62.0,3.85,39893.51666666666,1
73.1,16.9,39893.333333333336,1
71.4,32.9,39871.66666666667,5
71.75,26.9,39865.0,1
77.7,11.9,39862.9,2
72.15,24.0,39862.9,1
71.05,27.2,39862.350000000006,26
74.7,20.75,39860.0,2
61.95,-4.4,39860.0,2
74.8,19.7,39854.76666666667,12
70.75,30.8,39853.333333333336,1
63.15,5.0,39848.0,3
67.2,9.8,39843.11666666667,4
59.45,-0.65,39842.65,6
78.35,15.4,39838.23333333334,1
65.7,1.9,39836.666666666664,3
70.45,21.6,39835.9,9
62.0,-5.0,39833.73333333334,1
76.6,29.35,39831.0,1
61.35,-0.6,39826.666666666664,1
74.25,30.55,39826.666666666664,1
70.7,21.05,39824.666666666664,4
71.6,29.35,39807.799999999996,4
70.35,21.05,39804.73333333334,6
60.6,-2.15,39803.55,4
74.85,33.2,39803.0,1
73.1,30.45,39802.5,1
72.75,29.35,39801.66666666667,1
74.25,23.55,39793.333333333336,1
70.9,29.05,39790.98333333334,23
74.45,34.55,39786.666666666664,1
72.45,15.1,39785.833333333336,3
71.8,28.95,39783.33333333333,2
70.05,15.55,39772.333333333336,4
70.9,20.65,39771.66666666667,2
71.95,29.75,39771.2,1
72.15,16.95,39771.2,1
72.6,29.25,39771.2,1
73.05,28.0,39771.2,1
71.75,15.45,39771.049999999996,1
72.15,17.45,39771.049999999996,1
66.35,10.3,39760.0,3
72.4,22.9,39754.75,2
76.05,31.6,39750.0,1
67.55,12.55,39741.2,4
60.0,2.45,39740.833333333336,15
68.05,11.5,39740.433333333334,1
72.0,17.15,39740.433333333334,1
72.5,17.2,39739.933333333334,1
70.5,21.25,39738.55,3
73.7,33.7,39733.333333333336,1
58.0,6.35,39723.333333333336,3
72.4,19.95,39721.066666666666,1
62.4,3.55,39717.46666666667,4
60.05,1.75,39715.86666666667,4
66.65,7.95,39715.5,1
71.25,17.45,39708.88333333333,2
72.55,18.85,39708.66666666667,1
68.25,12.7,39706.33333333333,12
60.8,3.25,39703.33333333333,10
62.75,1.75,39702.833333333336,4
70.7,32.2,39701.66666666667,2
72.85,26.1,39699.5,3
60.25,2.5,39699.26666666667,9
62.2,4.9,39698.73333333334,6
63.9,2.35,39687.5,1
72.1,17.65,39682.5,2
71.75,25.45,39681.666666666664,2
70.1,17.95,39680.78333333333,3
73.55,30.95,39680.0,1
76.2,33.65,39680.0,1
77.7,12.05,39679.200000000004,1
74.15,29.85,39678.0,1
73.6,31.15,39677.833333333336,1
72.85,26.2,39677.399999999994,1
66.2,11.1,39675.0,2
64.7,7.15,39672.0,1
58.55,3.05,39669.166666666664,4
70.3,17.95,39664.55,4
70.85,30.75,39663.73333333334,2
75.7,18.45,39663.333333333336,1
73.1,30.7,39663.333333333336,1
73.95,32.5,39663.333333333336,1
75.1,22.8,39663.333333333336,1
74.05,21.95,39658.333333333336,2
72.3,29.3,39638.03333333334,2
70.65,19.6,39637.933333333334,3
73.3,17.8,39636.66666666667,1
60.15,-4.5,39633.33333333333,1
76.1,18.25,39633.33333333333,1
76.35,33.0,39633.33333333333,1
63.95,2.75,39628.83333333333,4
58.15,5.1,39628.25,4
72.5,29.1,39627.5,2
71.6,29.5,39625.0,2
71.15,31.65,39621.333333333336,2
74.0,24.35,39617.96666666667,1
72.5,29.85,39617.96666666667,1
71.8,27.9,39614.86666666667,1
71.75,27.15,39614.86666666667,1
62.05,-4.3,39614.86666666667,1
71.45,32.9,39610.350000000006,3
64.15,1.4,39607.65,5
61.25,0.2,39605.9,4
76.85,28.4,39603.2,1
72.25,24.8,39601.66666666667,2
66.0,6.15,39601.600000000006,2
75.35,31.85,39600.0,1
76.45,32.7,39600.0,1
75.4,31.1,39600.0,1
74.15,23.95,39597.9,2
67.05,9.4,39595.0,4
60.7,1.95,39588.0,3
66.75,8.15,39585.0,1
61.7,-4.85,39583.600000000006,2
59.4,0.9,39582.9,3
62.6,5.35,39574.833333333336,9
72.95,32.5,39573.333333333336,1
60.9,-2.5,39571.066666666666,2
63.1,5.6,39563.26666666667,9
67.9,12.7,39561.96666666666,24
62.0,2.35,39559.5,1
73.55,34.75,39552.666666666664,1
71.75,26.45,39552.33333333333,1
60.7,-3.55,39550.5,1
59.35,-0.2,39542.183333333334,5
61.9,2.9,39541.666666666664,1
65.1,9.15,39541.5,2
71.45,30.15,39541.38333333333,3
71.45,27.9,39536.666666666664,1
70.45,19.45,39530.200000000004,3
61.3,0.1,39529.66666666667,3
61.8,0.7,39526.03333333333,3
71.3,32.25,39524.666666666664,2
72.2,28.05,39524.16666666667,2
66.8,3.95,39521.76666666667,3
63.75,0.55,39519.2,2
72.65,25.65,39519.0,2
59.9,2.45,39513.73333333333,4
71.3,17.2,39504.700000000004,4
76.1,21.55,39501.899999999994,2
56.75,4.1,39500.0,1
70.05,31.25,39498.333333333336,9
64.6,8.0,39498.0,1
76.15,18.5,39495.333333333336,2
61.75,-4.9,39489.8,1
74.85,26.1,39489.8,1
72.2,26.9,39486.9,2
59.5,2.75,39484.36666666667,11
66.1,8.15,39480.0,1
73.6,33.15,39480.0,1
61.8,3.2,39474.0,1
71.6,25.2,39468.9,1
73.25,14.8,39468.9,2
61.7,0.25,39466.66666666667,1
71.3,24.35,39466.66666666667,1
73.25,16.25,39466.66666666667,1
73.6,32.6,39466.66666666667,1
66.7,7.45,39466.66666666667,1
73.45,23.05,39464.88333333334,1
65.1,1.75,39464.63333333334,5
59.6,3.05,39462.333333333336,2
74.55,24.85,39458.53333333333,1
60.5,3.7,39457.66666666667,7
58.25,6.45,39455.0,6
72.05,32.2,39455.0,1
60.05,4.05,39453.666666666664,2
70.0,30.95,39450.83333333333,9
74.45,29.35,39446.666666666664,1
58.9,-0.9,39445.333333333336,5
76.15,31.05,39440.0,1
71.65,32.4,39439.0,2
75.75,18.35,39438.0,2
65.3,11.9,39433.333333333336,1
75.1,32.1,39430.33333333333,1
74.65,26.3,39427.26666666666,1
77.2,30.0,39425.833333333336,2
77.7,31.9,39420.0,1
64.55,7.3,39411.0,1
72.55,17.55,39407.5,3
74.65,20.75,39406.933333333334,3
70.75,21.2,39396.0,1
64.55,10.3,39387.3,7
74.9,16.4,39385.6,1
69.1,14.45,39380.416666666664,12
59.35,2.75,39378.4,3
70.65,32.5,39376.0,2
59.7,2.85,39372.28333333333,11
71.2,29.9,39372.0,3
61.8,0.95,39372.0,1
74.15,19.8,39372.0,1
71.55,26.5,39370.66666666667,2
58.35,3.2,39369.36666666667,4
65.4,7.2,39366.0,2
72.1,29.6,39364.73333333334,1
61.7,-4.9,39364.73333333334,1
62.4,-4.5,39364.73333333334,1
71.95,24.5,39360.0,1
65.95,2.45,39356.25,2
66.1,9.35,39353.15,2
70.6,19.05,39352.316666666666,4
73.6,18.4,39348.33333333333,3
76.75,29.25,39348.200000000004,1
74.45,17.5,39344.833333333336,3
67.25,10.45,39339.0,2
61.1,1.8,39336.333333333336,7
57.55,1.15,39336.16666666667,3
72.5,25.7,39336.0,2
74.35,29.6,39333.333333333336,1
70.8,27.05,39333.33333333333,1
73.5,17.9,39333.33333333333,1
77.25,28.1,39331.200000000004,2
74.4,33.8,39323.333333333336,1
59.05,2.6,39323.0,2
76.1,21.05,39320.0,2
71.15,28.05,39313.00000000001,19
71.85,26.0,39306.95,2
73.5,18.65,39302.333333333336,1
61.9,-4.7,39302.2,2
75.55,15.9,39300.0,2
75.3,23.65,39298.333333333336,1
73.55,31.75,39298.333333333336,1
72.1,23.35,39297.683333333334,2
71.6,24.1,39294.36666666666,1
76.6,29.25,39294.36666666666,1
72.3,31.95,39292.5,1
68.85,6.65,39291.3,1
77.9,11.3,39281.183333333334,1
77.75,11.85,39281.183333333334,1
66.45,8.1,39280.5,1
76.5,18.8,39280.5,1
64.05,1.1,39277.21666666667,4
59.8,2.25,39271.66666666667,4
72.6,29.6,39270.933333333334,1
69.1,15.05,39270.83333333333,10
70.9,18.9,39270.0,1
76.3,29.4,39270.0,1
61.45,3.0,39270.0,1
75.3,31.95,39270.0,1
72.45,23.4,39269.24999999999,2
58.0,3.65,39269.0,3
71.15,24.6,39268.46666666667,17
72.2,23.45,39265.566666666666,4
70.9,20.6,39260.0,2
72.0,29.15,39255.0,2
73.35,17.55,39253.333333333336,1
70.45,22.15,39252.166666666664,27
57.4,4.6,39250.0,1
72.85,15.1,39246.666666666664,1
62.15,4.2,39239.200000000004,1
72.5,25.65,39237.0,3
65.5,6.45,39237.0,1
64.75,9.2,39237.0,1
64.4,8.25,39237.0,1
64.5,2.25,39233.333333333336,1
70.2,20.25,39232.683333333334,6
68.75,12.65,39214.28333333333,2
73.65,31.45,39206.666666666664,2
75.7,19.3,39193.9,2
64.55,7.65,39193.5,2
57.9,5.1,39192.7,2
73.25,28.6,39177.166666666664,1
76.3,24.65,39176.666666666664,1
62.95,1.35,39175.566666666666,6
59.7,3.9,39175.0,2
71.5,24.2,39168.0,1
73.4,31.3,39168.0,1
72.3,15.25,39167.15,8
71.75,32.6,39166.53333333333,2
74.85,17.85,39165.0,1
62.2,4.95,39163.333333333336,6
74.8,24.2,39162.5,1
75.2,24.8,39158.71666666667,1
72.4,21.9,39158.71666666667,1
72.9,29.0,39158.71666666667,1
73.7,34.8,39158.4,1
74.5,29.9,39158.4,1
76.5,31.55,39158.4,1
64.8,0.95,39155.33333333333,3
66.4,8.0,39150.0,1
74.3,17.05,39146.666666666664,1
73.5,33.75,39145.86666666667,1
73.35,33.35,39145.86666666667,1
67.6,10.45,39145.066666666666,2
70.6,20.55,39141.56666666667,11
60.65,1.85,39136.666666666664,2
72.25,21.0,39128.1,1
76.9,12.85,39123.0,3
70.85,31.55,39121.466666666674,2
75.45,15.05,39114.600000000006,1
76.95,13.5,39112.83333333333,3
72.3,23.5,39111.799999999996,1
62.5,4.55,39108.333333333336,2
71.6,30.95,39106.8,2
73.3,16.9,39100.0,1
73.5,16.3,39100.0,1
60.6,2.05,39097.25,4
58.95,2.1,39093.2,2
79.65,31.8,39086.66666666667,2
59.65,2.65,39085.066666666666,14
71.85,33.9,39082.0,2
71.9,31.1,39080.0,3
72.2,29.4,39074.8,2
71.15,21.3,39069.333333333336,2
75.35,30.35,39067.8,1
76.95,23.65,39066.0,1
68.95,15.0,39065.7,22
76.35,33.45,39065.0,2
74.65,30.2,39060.0,1
76.0,19.75,39055.0,2
57.3,4.85,39053.333333333336,1
60.95,-2.1,39053.333333333336,1
68.6,7.25,39053.333333333336,1
75.0,31.5,39053.333333333336,1
71.35,27.65,39053.333333333336,1
67.15,10.55,39052.200000000004,2
74.85,26.05,39052.066666666666,1
75.9,31.4,39040.0,1
73.1,30.9,39040.0,1
73.1,18.2,39033.5,1
74.95,23.5,39032.5,1
75.0,30.2,39032.0,1
68.25,1.0,39023.1,2
71.05,19.8,39020.8,1
71.55,30.85,39016.666666666664,2
72.0,17.4,39013.333333333336,2
57.65,8.75,39005.50000000001,10
73.95,16.05,39004.8,1
70.7,18.7,39002.78333333333,2
74.35,21.55,39000.76666666666,5
73.75,22.4,39000.0,1
74.65,21.15,39000.0,1
68.3,11.2,39000.0,2
71.85,29.8,38998.75,4
64.05,1.2,38994.23333333333,8
71.25,30.55,38993.66666666667,3
74.95,26.15,38989.53333333333,1
69.6,17.4,38984.649999999994,11
70.0,30.7,38982.91666666667,8
67.0,3.75,38970.433333333334,3
58.35,10.7,38969.83333333333,4
71.4,30.05,38968.566666666666,2
63.3,0.95,38957.33333333333,4
74.3,33.5,38956.666666666664,1
60.55,-2.4,38950.76666666667,5
66.05,1.85,38948.333333333336,2
67.3,11.05,38948.066666666666,2
64.05,1.3,38945.26666666667,3
77.6,11.35,38941.933333333334,4
60.8,2.2,38940.333333333336,3
72.9,16.1,38938.333333333336,1
73.3,30.5,38933.33333333333,1
73.6,28.9,38933.33333333333,1
58.85,2.05,38931.0,2
75.45,16.1,38927.833333333336,3
71.7,15.35,38924.66666666667,3
64.65,9.4,38913.78333333333,1
62.85,5.95,38913.01666666666,8
58.8,-0.9,38902.933333333334,11
68.1,14.3,38901.083333333336,64
72.75,18.65,38895.73333333334,1
71.9,31.65,38895.73333333334,1
75.95,20.65,38892.666666666664,2
78.25,15.2,38886.46666666667,1
63.2,5.7,38881.666666666664,2
62.8,5.4,38879.50000000001,10
66.7,10.3,38874.16666666667,3
75.5,19.7,38873.933333333334,5
75.6,32.9,38869.0,1
71.9,32.45,38864.46666666667,1
62.2,-4.1,38864.46666666667,1
76.85,13.9,38861.66666666667,2
74.05,33.85,38860.0,1
74.2,33.05,38860.0,1
62.1,1.45,38860.0,1
63.6,1.2,38859.55,5
72.3,26.9,38852.0,2
71.3,16.35,38850.666666666664,2
74.25,33.2,38850.0,1
76.5,29.65,38850.0,1
72.0,29.05,38847.5,2
66.6,7.85,38845.5,2
76.3,17.5,38841.6,1
62.3,2.7,38836.666666666664,3
70.9,21.65,38834.86666666667,2
74.8,25.95,38833.2,1
61.95,-4.9,38833.2,1
63.6,1.35,38827.86666666667,3
60.8,1.0,38826.85,2
76.2,18.8,38826.666666666664,1
71.9,15.75,38825.33333333333,3
61.25,1.65,38822.66666666667,3
77.45,11.6,38821.933333333334,2
74.05,24.05,38821.933333333334,1
61.85,4.45,38821.333333333336,2
67.3,8.95,38818.75,2
65.05,8.75,38802.0,1
71.7,26.7,38801.933333333334,2
74.2,34.65,38800.0,1
75.25,31.75,38800.0,1
70.8,30.2,38798.35,12
67.7,12.9,38793.46666666667,7
75.0,22.45,38791.316666666666,1
70.05,21.6,38786.8,18
76.25,14.6,38784.583333333336,2
63.85,1.4,38784.28333333333,3
65.7,5.8,38774.98333333334,3
72.95,17.0,38772.333333333336,2
71.85,22.2,38772.066666666666,1
71.45,32.3,38770.66666666667,1
72.6,14.85,38770.65,7
72.95,26.9,38769.3,2
74.95,29.65,38768.0,2
67.3,12.1,38766.66666666667,3
75.1,32.25,38760.0,1
64.8,8.1,38758.5,1
63.65,2.65,38755.066666666666,2
75.6,30.9,38750.5,1
62.45,-4.9,38750.0,2
67.3,12.0,38750.0,3
67.3,9.3,38747.0,2
77.1,28.75,38745.0,1
71.35,26.4,38745.0,1
60.35,3.6,38744.0,3
65.55,5.85,38741.0,1
74.75,19.95,38738.38333333333,7
71.05,33.85,38738.33333333333,2
71.75,24.65,38735.0,2
70.2,30.95,38734.73333333334,25
70.05,23.2,38733.33333333333,8
73.1,33.35,38732.8,1
73.4,33.5,38732.8,1
77.1,28.55,38732.8,1
72.2,23.9,38729.6,1
73.2,31.0,38726.666666666664,10
76.0,14.45,38725.100000000006,1
76.7,14.45,38720.0,2
71.1,25.85,38716.61666666667,18
66.95,10.75,38716.25,2
74.8,24.0,38707.5,1
64.75,9.1,38699.73333333334,3
73.95,19.25,38698.8,2
59.7,2.55,38697.66666666667,6
57.8,8.65,38697.0,4
70.7,21.25,38695.0,3
71.45,29.9,38690.73333333333,3
74.5,34.35,38690.0,1
77.25,29.0,38690.0,1
72.65,16.15,38677.66666666667,2
74.9,30.0,38675.0,1
67.8,13.45,38675.0,1
74.45,17.55,38675.0,1
58.45,5.8,38671.46666666667,4
73.8,20.35,38670.0,2
66.75,7.85,38666.666666666664,1
76.0,18.15,38666.3,2
60.4,0.8,38661.3,4
61.7,0.35,38658.0,1
73.9,29.8,38658.0,1
60.75,1.1,38651.0,2
71.45,23.8,38648.01666666666,2
60.35,-3.2,38646.0,3
74.45,24.5,38645.600000000006,1
61.65,-4.8,38645.600000000006,1
63.9,0.95,38644.66666666667,5
73.9,34.2,38640.0,1
66.85,8.65,38636.71666666666,3
73.85,29.95,38633.33333333333,1
74.45,20.85,38627.0,5
73.6,31.9,38624.0,1
76.45,33.0,38620.8,1
75.75,31.0,38614.53333333333,1
79.65,31.75,38614.53333333333,1
74.65,26.4,38614.33333333333,1
76.3,28.8,38613.333333333336,1
60.25,3.4,38600.0,6
77.0,12.5,38600.0,1
68.0,9.85,38600.0,1
69.7,16.75,38597.65,17
76.25,34.7,38593.75,2
71.9,15.8,38582.566666666666,3
73.9,23.75,38577.0,1
57.45,5.75,38577.0,3
72.55,26.1,38577.0,1
71.7,33.65,38575.95,3
71.2,25.95,38575.46666666667,13
60.85,-2.4,38575.0,2
57.6,1.5,38573.950000000004,1
73.2,32.5,38570.0,1
76.35,32.45,38568.333333333336,1
61.5,-1.65,38556.0,1
67.4,10.95,38551.950000000004,4
71.8,32.15,38551.8,1
72.55,22.95,38551.8,1
74.25,33.4,38551.333333333336,1
70.45,17.85,38550.666666666664,2
61.75,-4.8,38550.0,2
74.75,30.25,38540.0,1
72.55,29.1,38535.0,1
73.55,33.4,38535.0,1
74.5,23.7,38531.666666666664,1
73.15,31.75,38531.666666666664,1
72.9,31.0,38520.53333333333,1
63.65,5.7,38520.0,3
72.2,22.25,38519.25,2
73.25,31.55,38518.166666666664,2
76.4,34.15,38517.8,2
71.85,24.5,38516.26666666666,2
77.75,11.4,38515.76666666666,1
72.35,15.6,38512.5,1
73.1,29.65,38509.86666666667,2
72.55,17.3,38506.666666666664,1
77.1,28.0,38506.666666666664,1
76.0,17.65,38506.666666666664,1
73.35,31.15,38506.666666666664,1
73.2,16.9,38506.666666666664,1
71.25,22.55,38500.0,2
66.35,7.85,38497.5,1
65.7,7.05,38497.5,1
64.4,8.5,38497.5,1
70.55,21.1,38492.833333333336,4
73.2,34.1,38490.0,2
60.55,-2.75,38483.46666666667,2
60.0,0.9,38483.33333333333,3
72.25,19.0,38481.66666666667,2
72.8,16.2,38480.0,2
78.15,13.85,38478.566666666666,1
72.95,15.95,38473.333333333336,1
61.95,3.15,38473.333333333336,1
70.95,28.7,38468.28333333334,16
71.5,26.7,38467.65,2
72.35,24.8,38458.0,1
62.35,-4.95,38458.0,1
60.85,-2.5,38454.0,2
72.55,31.25,38454.0,1
71.2,28.5,38451.333333333336,5
74.95,25.05,38450.61666666667,2
73.05,27.85,38444.5,2
71.65,24.5,38437.583333333336,2
72.15,29.45,38430.0,1
68.7,6.9,38430.0,2
57.45,5.25,38428.5,2
68.55,2.4,38427.73333333334,2
62.35,-4.55,38426.73333333334,2
71.85,31.4,38426.73333333334,1
73.45,17.25,38426.166666666664,1
66.3,6.25,38425.416666666664,13
72.45,20.45,38424.53333333333,1
61.1,1.0,38423.91666666667,1
71.9,27.1,38419.8,2
64.0,3.0,38414.899999999994,3
66.3,10.15,38410.5,6
71.85,24.35,38407.01666666666,3
70.5,31.75,38406.4,1
60.3,3.5,38406.0,6
73.95,34.2,38400.0,1
71.95,25.85,38400.0,2
75.8,17.35,38400.0,1
74.1,21.05,38400.0,1
59.7,3.55,38397.53333333333,5
72.35,24.95,38397.53333333333,2
71.65,31.1,38395.46666666667,1
78.1,9.65,38393.299999999996,1
72.1,32.25,38393.299999999996,1
70.0,30.65,38390.41666666667,8
73.1,29.35,38388.33333333333,2
72.05,25.4,38380.2,2
59.8,0.15,38376.5,3
68.65,13.45,38367.03333333333,2
64.8,8.0,38367.0,1
64.65,7.3,38367.0,1
65.95,6.25,38367.0,1
72.3,22.15,38366.183333333334,3
77.85,11.65,38362.683333333334,1
75.55,28.95,38352.6,1
75.35,30.15,38352.6,1
71.8,24.75,38352.0,1
73.25,17.9,38352.0,1
74.4,29.8,38352.0,1
63.4,0.65,38351.25,3
67.65,10.1,38350.8,2
74.5,34.0,38342.6,1
64.2,1.75,38341.933333333334,10
63.85,0.75,38340.78333333333,7
63.3,6.4,38336.66666666667,2
76.05,30.35,38333.333333333336,1
75.5,22.8,38332.066666666666,1
77.75,11.6,38332.066666666666,1
74.3,34.1,38325.0,1
68.3,12.0,38325.0,1
66.2,7.0,38323.5,1
65.65,6.1,38323.5,1
58.45,-0.5,38314.7,3
62.0,0.45,38313.333333333336,4
63.7,1.75,38313.26666666667,5
72.35,22.9,38311.8,3
69.55,16.8,38305.6,6
75.3,34.25,38301.0,1
71.3,24.5,38301.0,1
73.05,17.15,38301.0,1
58.7,1.85,38300.0,1
75.55,17.85,38293.333333333336,1
70.8,19.85,38290.3,2
75.1,18.05,38286.666666666664,2
70.9,21.5,38285.0,2
76.0,20.35,38285.0,3
62.05,1.7,38279.0,3
73.75,18.25,38270.0,3
72.25,25.85,38263.75,2
61.9,2.8,38261.9,1
74.0,17.55,38261.9,1
71.5,25.3,38250.0,1
68.1,8.25,38250.0,1
71.55,16.1,38247.6,3
61.7,-1.1,38245.96666666667,6
60.1,-2.55,38240.0,2
73.95,19.45,38237.933333333334,3
72.7,24.95,38236.799999999996,2
74.45,21.1,38236.666666666664,4
71.85,17.55,38236.5,1
58.05,9.7,38229.666666666664,4
61.85,1.7,38220.0,1
77.6,12.15,38209.6,1
71.85,25.45,38208.33333333333,2
72.65,29.15,38207.86666666667,1
72.3,23.65,38207.53333333333,2
72.9,26.5,38206.63333333334,1
74.05,19.1,38203.333333333336,1
74.5,17.15,38200.0,3
76.6,29.1,38196.666666666664,2
59.65,2.4,38193.0,2
76.45,14.95,38188.799999999996,2
74.25,23.75,38186.666666666664,1
73.4,17.8,38186.666666666664,1
71.25,23.9,38185.0,4
73.4,16.9,38183.33333333333,1
76.6,29.95,38183.33333333333,1
72.6,26.65,38178.98333333334,1
73.1,33.05,38175.83333333333,1
68.1,14.45,38167.96666666666,45
74.0,17.35,38166.2,4
68.25,15.4,38163.50000000001,10
58.45,8.75,38162.5,5
60.05,-2.6,38159.16666666667,2
77.15,28.1,38155.0,2
73.55,28.9,38155.0,2
75.55,15.35,38148.36666666666,1
67.75,11.6,38148.36666666666,1
76.15,18.75,38148.0,2
74.0,30.1,38148.0,1
73.45,33.5,38145.33333333333,1
69.65,15.05,38136.66666666667,2
56.8,4.1,38136.2,2
64.2,3.15,38133.333333333336,2
69.75,19.1,38130.066666666666,5
73.25,14.95,38126.0,2
67.35,-0.5,38125.0,1
71.15,28.45,38119.21666666667,13
62.3,4.6,38117.166666666664,3
71.5,25.5,38115.0,1
71.05,19.65,38114.066666666666,1
59.7,2.4,38112.416666666664,4
72.0,28.75,38110.1,2
65.1,6.65,38104.05,2
58.0,4.6,38100.4,2
76.15,25.15,38097.0,2
60.45,3.4,38094.5,5
70.6,18.35,38090.0,2
70.8,29.95,38085.85,8
71.3,28.15,38085.333333333336,2
59.6,2.5,38081.566666666666,3
58.9,4.95,38080.5,4
75.85,18.65,38080.0,1
73.35,29.05,38080.0,1
73.3,33.45,38080.0,1
73.1,28.2,38080.0,1
71.2,33.0,38076.11666666667,5
64.15,2.9,38072.666666666664,2
71.95,32.4,38070.66666666667,1
79.1,11.5,38070.66666666667,1
73.85,30.0,38070.66666666667,1
75.35,33.0,38062.5,1
70.55,21.05,38060.0,3
73.6,17.05,38059.33333333333,2
70.15,23.05,38058.75,10
64.45,1.0,38057.99999999999,2
70.95,23.5,38051.9,6
63.95,1.55,38051.86666666667,5
72.55,28.65,38050.0,2
58.5,9.0,38050.0,4
60.7,0.65,38046.0,1
75.3,17.15,38046.0,1
75.0,30.9,38046.0,1
61.4,-0.3,38037.5,2
72.15,27.7,38037.416666666664,2
64.05,0.85,38026.53333333333,6
70.55,31.65,38023.333333333336,1
73.8,30.0,38023.333333333336,1
58.25,0.05,38022.5,4
59.8,-0.25,38022.0,3
66.35,8.2,38019.0,1
72.45,26.75,38005.433333333334,2
59.8,-3.8,37999.5,2
71.6,18.65,37995.28333333333,1
57.95,4.05,37994.83333333333,3
75.0,19.85,37990.0,2
71.9,21.75,37988.16666666667,1
67.3,11.75,37986.21666666667,13
75.0,18.95,37982.333333333336,4
71.9,25.1,37976.36666666667,3
66.25,7.95,37975.5,1
74.2,32.8,37973.333333333336,1
67.95,11.1,37971.2,2
70.8,32.35,37970.83333333333,2
69.95,30.35,37969.166666666664,9
73.65,21.55,37964.66666666667,1
72.6,18.6,37963.0,2
74.7,34.8,37960.0,2
74.3,33.3,37960.0,1
70.45,19.85,37956.99999999999,5
69.05,14.5,37955.21666666667,5
60.8,-3.35,37949.100000000006,2
70.05,20.3,37945.916666666664,15
74.1,16.15,37944.0,1
70.05,15.5,37943.75,4
61.85,1.75,37940.45,3
75.4,18.4,37937.5,10
71.3,33.25,37937.01666666666,4
72.3,19.35,37934.0,2
62.3,5.25,37927.933333333334,9
60.15,-0.1,37927.91666666667,5
68.9,14.2,37927.5,2
73.5,34.15,37925.5,1
74.95,21.0,37923.5,3
57.4,8.1,37923.0,2
59.75,-0.2,37922.45,3
58.65,2.8,37920.0,2
72.0,27.55,37911.8,2
71.9,24.45,37902.33333333333,3
62.85,5.2,37900.81666666667,4
62.4,-4.2,37900.0,2
75.9,23.5,37897.666666666664,2
71.95,24.65,37897.03333333333,2
57.8,8.95,37894.333333333336,4
