id,name,indexarea,year_t,q025,median,q975,displacement,imputations,data_singlearea
398,Bokfink,wholeArea,2019,0.93203999999999998,0.98192999999999997,1,-3.0200000000000001E-3,0,0
398,Bokfink,wholeArea,2024,0.86787999999999998,0.92444999999999999,0.97372999999999998,6.3000000000000003E-4,0,0
282,Boltit,wholeArea,1990,0.63817000000000002,0.82621,0.97192000000000001,7.2000000000000005E-4,0,0
282,Boltit,wholeArea,2000,0.66103000000000001,0.79959000000000002,0.93032999999999999,-4.0999999999999999E-4,0,0
282,Boltit,wholeArea,2010,0.61573999999999995,0.8004,0.97435000000000005,4.0000000000000002E-4,0,0
282,Boltit,wholeArea,2014,0.58326999999999996,0.80196999999999996,0.96343000000000001,1.97E-3,0,0
282,Boltit,wholeArea,2019,0.59967000000000004,0.79542999999999997,0.97955000000000003,-4.5700000000000003E-3,0,0
282,Boltit,wholeArea,2024,0.59141999999999995,0.80369999999999997,0.96443000000000001,3.7000000000000002E-3,0,0
27,Brosme,wholeArea,2000,0.70767000000000002,0.73524,0.76361000000000001,-2.5000000000000001E-4,0,0
27,Brosme,wholeArea,2005,0.70157000000000003,0.73494999999999999,0.76844000000000001,1.7000000000000001E-4,0,0
27,Brosme,wholeArea,2010,0.94776000000000005,0.96723000000000003,0.98665999999999998,-6.8999999999999997E-4,0,0
27,Brosme,wholeArea,2014,0.97779000000000005,0.99826999999999999,1,-1.73E-3,0,0
27,Brosme,wholeArea,2019,0.99365000000000003,1,1,0,0,0
27,Brosme,wholeArea,2024,0.91056000000000004,0.94296000000000002,0.97602999999999995,-4.6999999999999999E-4,0,0
29,Brunbjørn,wholeArea,1990,2.9499999999999999E-3,4.1799999999999997E-3,5.4799999999999996E-3,-3e-05,0,0
29,Brunbjørn,wholeArea,2000,7.4799999999999997E-3,1.0370000000000001E-2,1.434E-2,-2.0000000000000001E-4,0,0
29,Brunbjørn,wholeArea,2010,2.239E-2,2.7040000000000002E-2,3.2539999999999999E-2,-2.4000000000000001E-4,0,0
29,Brunbjørn,wholeArea,2014,1.8519999999999998E-2,2.077E-2,2.3050000000000001E-2,-1E-4,0,0
29,Brunbjørn,wholeArea,2019,2.0039999999999999E-2,2.2610000000000002E-2,2.5260000000000001E-2,-1.3999999999999999E-4,0,0
29,Brunbjørn,wholeArea,2024,1.7979999999999999E-2,2.3949999999999999E-2,3.0800000000000001E-2,6e-05,0,0
338,Brunmyrak,wholeArea,1990,0.83321999999999996,0.84138999999999997,0.84992000000000001,-2.0699999999999998E-3,0,0
338,Brunmyrak,wholeArea,2000,0.69828000000000001,0.70581000000000005,0.71331999999999995,-2.7999999999999998E-4,0,0
338,Brunmyrak,wholeArea,2010,0.56416999999999995,0.57328999999999997,0.58233999999999997,-1.2600000000000001E-3,0,0
338,Brunmyrak,wholeArea,2014,0.50571999999999995,0.51768999999999998,0.52834000000000003,-3.13E-3,0,0
338,Brunmyrak,wholeArea,2019,0.42431999999999997,0.44167000000000001,0.45618999999999998,-3.8300000000000001E-3,0,0
338,Brunmyrak,wholeArea,2024,0.34863,0.36723,0.38773999999999997,-4.28E-3,0,0
31,Bunndyr elver forventningsamfunn,wholeArea,1990,0.58001999999999998,0.67340999999999995,0.75890999999999997,-2.9260000000000001E-2,0,0
31,Bunndyr elver forventningsamfunn,wholeArea,2000,0.56435000000000002,0.70535999999999999,0.82296000000000002,-7.4910000000000004E-2,0,0
31,Bunndyr elver forventningsamfunn,wholeArea,2010,0.56452000000000002,0.72648999999999997,0.85340000000000005,-7.8609999999999999E-2,0,0
31,Bunndyr elver forventningsamfunn,wholeArea,2014,0.63468999999999998,0.70130999999999999,0.76183999999999996,-1.5469999999999999E-2,0,0
31,Bunndyr elver forventningsamfunn,wholeArea,2019,0.67605000000000004,0.74614999999999998,0.80667999999999995,-2.7100000000000002E-3,0,0
31,Bunndyr elver forventningsamfunn,wholeArea,2024,0.74856999999999996,0.75871,0.76959999999999995,-2.9E-4,0,0
228,Bunndyr-eutrofieringsindeks (ASPT),wholeArea,2000,0.99802999999999997,0.99851999999999996,0.99890000000000001,-1.1E-4,0,0
228,Bunndyr-eutrofieringsindeks (ASPT),wholeArea,2010,0.98841000000000001,0.98980999999999997,0.99107999999999996,-3.5E-4,0,0
228,Bunndyr-eutrofieringsindeks (ASPT),wholeArea,2014,0.80579000000000001,0.81279999999999997,0.81967999999999996,2.3000000000000001E-4,0,0
